fill	x	y	xmin	xmax	ymin	ymax
#D4D4D4	3.25	1.5	3.125	3.375	1.375	1.625
#FFFFFF	3.75	2.75	3.625	3.875	2.625	2.875
#666666	2	0	1.875	2.125	-0.125	0.125
#FFFFFF	3.75	3	3.625	3.875	2.875	3.125
#2F2F2F	1.25	0	1.125	1.375	-0.125	0.125
#515151	1.75	0	1.625	1.875	-0.125	0.125
#D4D4D4	3.5	2	3.375	3.625	1.875	2.125
#9F9F9F	2	1	1.875	2.125	0.875	1.125
#9F9F9F	1.25	1	1.125	1.375	0.875	1.125
#FFFFFF	3	1	2.875	3.125	0.875	1.125
#8C8C8C	2.25	1	2.125	2.375	0.875	1.125
#9F9F9F	2.25	0	2.125	2.375	-0.125	0.125
#6A6A6A	1.5	1	1.375	1.625	0.875	1.125
#FFFFFF	2.75	0	2.625	2.875	-0.125	0.125
#949494	2.5	1	2.375	2.625	0.875	1.125
#FFFFFF	3	1.5	2.875	3.125	1.375	1.625
#282828	1	0	0.875	1.125	-0.125	0.125
#393939	1.5	0	1.375	1.625	-0.125	0.125
#D4D4D4	3	2	2.875	3.125	1.875	2.125
#949494	2.5	0	2.375	2.625	-0.125	0.125
#303030	0.25	0	0.125	0.375	-0.125	0.125
#D4D4D4	2.75	1.5	2.625	2.875	1.375	1.625
#FFFFFF	3.5	2.25	3.375	3.625	2.125	2.375
#D4D4D4	2.75	1	2.625	2.875	0.875	1.125
#363737	0.75	0	0.625	0.875	-0.125	0.125
#787878	1.75	1	1.625	1.875	0.875	1.125
#262626	0.5	0	0.375	0.625	-0.125	0.125
#FFFFFF	3.75	2.25	3.625	3.875	2.125	2.375
#D4D4D4	0.75	1	0.625	0.875	0.875	1.125
#FFFFFF	3.25	1	3.125	3.375	0.875	1.125
#FFFFFF	2.25	2	2.125	2.375	1.875	2.125
#9F9F9F	1	1	0.875	1.125	0.875	1.125
#000000	0	0	-0.125	0.125	-0.125	0.125
#FFFFFF	2.75	2	2.625	2.875	1.875	2.125
#ABABAB	0.25	1	0.125	0.375	0.875	1.125
#FFFFFF	1.25	1.5	1.125	1.375	1.375	1.625
#BCBCBC	0.5	1	0.375	0.625	0.875	1.125
