x	y	clickSelects	xmin	xmax	ymin	ymax
3.25	1.5	log2(tiles)=1.50 log10(pixels)=3.25	3.125	3.375	1.375	1.625
3.75	2.75	log2(tiles)=2.75 log10(pixels)=3.75	3.625	3.875	2.625	2.875
2	0	log2(tiles)=0.00 log10(pixels)=2.00	1.875	2.125	-0.125	0.125
3.75	3	log2(tiles)=3.00 log10(pixels)=3.75	3.625	3.875	2.875	3.125
1.25	0	log2(tiles)=0.00 log10(pixels)=1.25	1.125	1.375	-0.125	0.125
1.75	0	log2(tiles)=0.00 log10(pixels)=1.75	1.625	1.875	-0.125	0.125
3.5	2	log2(tiles)=2.00 log10(pixels)=3.50	3.375	3.625	1.875	2.125
2	1	log2(tiles)=1.00 log10(pixels)=2.00	1.875	2.125	0.875	1.125
1.25	1	log2(tiles)=1.00 log10(pixels)=1.25	1.125	1.375	0.875	1.125
3	1	log2(tiles)=1.00 log10(pixels)=3.00	2.875	3.125	0.875	1.125
2.25	1	log2(tiles)=1.00 log10(pixels)=2.25	2.125	2.375	0.875	1.125
2.25	0	log2(tiles)=0.00 log10(pixels)=2.25	2.125	2.375	-0.125	0.125
1.5	1	log2(tiles)=1.00 log10(pixels)=1.50	1.375	1.625	0.875	1.125
2.75	0	log2(tiles)=0.00 log10(pixels)=2.75	2.625	2.875	-0.125	0.125
2.5	1	log2(tiles)=1.00 log10(pixels)=2.50	2.375	2.625	0.875	1.125
3	1.5	log2(tiles)=1.50 log10(pixels)=3.00	2.875	3.125	1.375	1.625
1	0	log2(tiles)=0.00 log10(pixels)=1.00	0.875	1.125	-0.125	0.125
1.5	0	log2(tiles)=0.00 log10(pixels)=1.50	1.375	1.625	-0.125	0.125
3	2	log2(tiles)=2.00 log10(pixels)=3.00	2.875	3.125	1.875	2.125
2.5	0	log2(tiles)=0.00 log10(pixels)=2.50	2.375	2.625	-0.125	0.125
0.25	0	log2(tiles)=0.00 log10(pixels)=0.25	0.125	0.375	-0.125	0.125
2.75	1.5	log2(tiles)=1.50 log10(pixels)=2.75	2.625	2.875	1.375	1.625
3.5	2.25	log2(tiles)=2.25 log10(pixels)=3.50	3.375	3.625	2.125	2.375
2.75	1	log2(tiles)=1.00 log10(pixels)=2.75	2.625	2.875	0.875	1.125
0.75	0	log2(tiles)=0.00 log10(pixels)=0.75	0.625	0.875	-0.125	0.125
1.75	1	log2(tiles)=1.00 log10(pixels)=1.75	1.625	1.875	0.875	1.125
0.5	0	log2(tiles)=0.00 log10(pixels)=0.50	0.375	0.625	-0.125	0.125
3.75	2.25	log2(tiles)=2.25 log10(pixels)=3.75	3.625	3.875	2.125	2.375
0.75	1	log2(tiles)=1.00 log10(pixels)=0.75	0.625	0.875	0.875	1.125
3.25	1	log2(tiles)=1.00 log10(pixels)=3.25	3.125	3.375	0.875	1.125
2.25	2	log2(tiles)=2.00 log10(pixels)=2.25	2.125	2.375	1.875	2.125
1	1	log2(tiles)=1.00 log10(pixels)=1.00	0.875	1.125	0.875	1.125
0	0	log2(tiles)=0.00 log10(pixels)=0.00	-0.125	0.125	-0.125	0.125
2.75	2	log2(tiles)=2.00 log10(pixels)=2.75	2.625	2.875	1.875	2.125
0.25	1	log2(tiles)=1.00 log10(pixels)=0.25	0.125	0.375	0.875	1.125
1.25	1.5	log2(tiles)=1.50 log10(pixels)=1.25	1.125	1.375	1.375	1.625
0.5	1	log2(tiles)=1.00 log10(pixels)=0.50	0.375	0.625	0.875	1.125
