group	x	y	clickSelects	showSelected1
597	-32.25	-0.25	51	2500,0
597	-32.25	0.25	51	2500,0
597	-24.25	8.25	51	2500,0
597	-22.75	8.25	51	2500,0
597	-22.25	7.75	51	2500,0
597	-21.25	7.75	51	2500,0
597	-21.25	7.25	51	2500,0
597	-21.75	6.75	51	2500,0
597	-21.75	5.25	51	2500,0
597	-20.25	5.25	51	2500,0
597	-20.25	5.75	51	2500,0
597	-20.75	6.25	51	2500,0
597	-20.75	6.75	51	2500,0
597	-20.25	7.25	51	2500,0
597	-20.25	7.75	51	2500,0
597	-20.75	8.25	51	2500,0
597	-20.75	8.75	51	2500,0
597	-18.75	8.75	51	2500,0
597	-18.25	9.25	51	2500,0
597	-17.75	9.25	51	2500,0
597	-17.75	8.75	51	2500,0
597	-18.25	8.25	51	2500,0
597	-18.25	7.25	51	2500,0
597	-18.75	6.75	51	2500,0
597	-18.75	6.25	51	2500,0
597	-17.75	6.25	51	2500,0
597	-17.75	5.75	51	2500,0
597	-18.25	5.25	51	2500,0
597	-18.25	4.25	51	2500,0
597	-20.25	4.25	51	2500,0
597	-20.75	3.75	51	2500,0
597	-20.75	2.25	51	2500,0
597	-20.25	1.75	51	2500,0
597	-19.75	1.75	51	2500,0
597	-19.75	2.75	51	2500,0
597	-19.25	2.75	51	2500,0
597	-18.25	1.75	51	2500,0
597	-17.75	1.75	51	2500,0
597	-17.75	2.25	51	2500,0
597	-18.25	2.75	51	2500,0
597	-18.25	3.25	51	2500,0
597	-17.25	3.25	51	2500,0
597	-16.25	4.25	51	2500,0
597	-15.25	4.25	51	2500,0
597	-15.25	5.25	51	2500,0
597	-14.75	5.75	51	2500,0
597	-14.75	8.25	51	2500,0
597	-15.75	8.25	51	2500,0
597	-15.75	8.75	51	2500,0
597	-14.75	9.75	51	2500,0
597	-14.75	10.75	51	2500,0
597	-14.25	10.75	51	2500,0
597	-13.75	10.25	51	2500,0
597	-13.75	9.75	51	2500,0
597	-14.25	9.25	51	2500,0
597	-14.25	8.75	51	2500,0
597	-13.25	7.75	51	2500,0
597	-13.25	6.25	51	2500,0
597	-14.25	5.25	51	2500,0
597	-14.25	4.75	51	2500,0
597	-13.25	4.75	51	2500,0
597	-12.75	4.25	51	2500,0
597	-12.25	4.25	51	2500,0
597	-12.25	4.75	51	2500,0
597	-12.75	5.25	51	2500,0
597	-12.75	5.75	51	2500,0
597	-12.25	5.75	51	2500,0
597	-11.75	5.25	51	2500,0
597	-11.25	5.25	51	2500,0
597	-11.25	6.25	51	2500,0
597	-9.25	6.25	51	2500,0
597	-7.75	7.75	51	2500,0
597	-7.75	8.25	51	2500,0
597	-8.25	8.75	51	2500,0
597	-8.25	9.75	51	2500,0
597	-8.75	9.75	51	2500,0
597	-9.25	9.25	51	2500,0
597	-11.75	9.25	51	2500,0
597	-11.75	9.75	51	2500,0
597	-11.25	10.25	51	2500,0
597	-10.25	10.25	51	2500,0
597	-10.25	10.75	51	2500,0
597	-10.75	11.25	51	2500,0
597	-10.75	12.75	51	2500,0
597	-10.25	12.75	51	2500,0
597	-9.75	12.25	51	2500,0
597	-9.75	11.25	51	2500,0
597	-9.25	11.25	51	2500,0
597	-8.75	11.75	51	2500,0
597	-8.25	11.75	51	2500,0
597	-7.75	11.25	51	2500,0
597	-6.75	11.25	51	2500,0
597	-6.25	10.75	51	2500,0
597	-6.25	9.25	51	2500,0
597	-7.25	9.25	51	2500,0
597	-7.25	8.75	51	2500,0
597	-6.75	8.25	51	2500,0
597	-6.75	7.25	51	2500,0
597	-6.25	7.25	51	2500,0
597	-5.25	8.25	51	2500,0
597	-4.75	8.25	51	2500,0
597	-4.75	7.75	51	2500,0
597	-5.25	7.25	51	2500,0
597	-5.25	5.75	51	2500,0
597	-4.75	5.25	51	2500,0
597	-3.75	5.25	51	2500,0
597	-3.75	3.25	51	2500,0
597	-2.25	3.25	51	2500,0
597	-2.25	3.75	51	2500,0
597	-2.75	4.25	51	2500,0
597	-2.75	5.75	51	2500,0
597	-2.25	6.25	51	2500,0
597	-1.25	6.25	51	2500,0
597	-1.25	6.75	51	2500,0
597	-1.75	7.25	51	2500,0
597	-3.75	7.25	51	2500,0
597	-3.75	7.75	51	2500,0
597	-3.25	8.25	51	2500,0
597	-2.25	8.25	51	2500,0
597	-2.25	8.75	51	2500,0
597	-2.75	9.25	51	2500,0
597	-2.75	9.75	51	2500,0
597	-1.75	9.75	51	2500,0
597	-1.75	10.25	51	2500,0
597	-2.25	10.75	51	2500,0
597	-2.25	11.25	51	2500,0
597	-1.25	11.25	51	2500,0
597	-1.25	12.25	51	2500,0
597	-0.25	12.25	51	2500,0
597	-0.25	13.25	51	2500,0
597	0.25	13.75	51	2500,0
597	1.25	13.75	51	2500,0
597	1.25	14.75	51	2500,0
597	2.25	15.75	51	2500,0
597	2.25	17.25	51	2500,0
597	1.75	17.75	51	2500,0
597	1.25	17.75	51	2500,0
597	0.75	17.25	51	2500,0
597	-1.25	17.25	51	2500,0
597	-2.25	16.25	51	2500,0
597	-2.25	12.25	51	2500,0
597	-2.75	12.25	51	2500,0
597	-3.75	13.25	51	2500,0
597	-4.75	13.25	51	2500,0
597	-5.25	13.75	51	2500,0
597	-5.25	14.75	51	2500,0
597	-6.25	15.75	51	2500,0
597	-7.25	15.75	51	2500,0
597	-7.25	16.25	51	2500,0
597	-6.75	16.75	51	2500,0
597	-6.75	17.25	51	2500,0
597	-7.25	17.25	51	2500,0
597	-7.75	16.75	51	2500,0
597	-8.25	16.75	51	2500,0
597	-8.25	17.75	51	2500,0
597	-8.75	17.75	51	2500,0
597	-9.25	17.25	51	2500,0
597	-9.75	17.25	51	2500,0
597	-9.75	18.25	51	2500,0
597	-10.25	18.25	51	2500,0
597	-10.75	17.75	51	2500,0
597	-11.25	17.75	51	2500,0
597	-11.75	18.25	51	2500,0
597	-11.75	18.75	51	2500,0
597	-10.75	18.75	51	2500,0
597	-10.25	19.25	51	2500,0
597	-10.25	21.25	51	2500,0
597	-8.25	23.25	51	2500,0
597	-8.25	24.25	51	2500,0
597	-3.75	28.75	51	2500,0
597	-3.25	28.75	51	2500,0
597	-2.25	27.75	51	2500,0
597	-2.25	27.25	51	2500,0
597	-2.75	26.75	51	2500,0
597	-2.75	26.25	51	2500,0
597	-2.25	26.25	51	2500,0
597	-1.75	26.75	51	2500,0
597	-1.25	26.75	51	2500,0
597	-0.75	26.25	51	2500,0
597	-0.25	26.25	51	2500,0
597	0.25	26.75	51	2500,0
597	0.75	26.75	51	2500,0
597	1.75	25.75	51	2500,0
597	1.75	25.25	51	2500,0
597	1.25	25.25	51	2500,0
597	0.75	25.75	51	2500,0
597	0.25	25.75	51	2500,0
597	0.25	24.25	51	2500,0
597	1.25	23.25	51	2500,0
597	1.25	21.75	51	2500,0
597	0.75	21.25	51	2500,0
597	0.75	19.25	51	2500,0
597	-1.25	19.25	51	2500,0
597	-1.25	18.75	51	2500,0
597	-0.75	18.25	51	2500,0
597	0.75	18.25	51	2500,0
597	1.25	18.75	51	2500,0
597	1.75	18.75	51	2500,0
597	3.75	16.75	51	2500,0
597	3.75	15.75	51	2500,0
597	4.25	15.75	51	2500,0
597	4.75	16.25	51	2500,0
597	5.25	16.25	51	2500,0
597	5.25	-0.25	51	2500,0
597	-32.25	-0.25	51	2500,0
597	-36.75	34.25	51	2550,0
597	-36.75	34.75	51	2550,0
597	-36.25	35.25	51	2550,0
597	-35.75	35.25	51	2550,0
597	-34.75	34.25	51	2550,0
597	-34.75	33.25	51	2550,0
597	-33.25	31.75	51	2550,0
597	-33.25	30.75	51	2550,0
597	-32.75	30.75	51	2550,0
597	-31.75	31.75	51	2550,0
