fill	x	y	xmin	xmax	ymin	ymax
#F7F6FB	2480	24	2455	2505	-1	49
#A79ECF	2530	24	2505	2555	-1	49
#F9F2F1	2530	74	2505	2555	49	99
#FFFEFE	2580	74	2555	2605	49	99
#F3F1F9	2580	124	2555	2605	99	149
#FFFEFF	2630	124	2605	2655	99	149
#FCF8F7	2630	174	2605	2655	149	199
#3A3A98	2580	24	2555	2605	-1	49
#FCFCFD	2630	74	2605	2655	49	99
#FDFAFA	2680	124	2655	2705	99	149
#FCFBFD	2630	24	2605	2655	-1	49
#FEFCFB	2680	74	2655	2705	49	99
#842525	2680	24	2655	2705	-1	49
#FEFDFC	2730	74	2705	2755	49	99
#F0DEDC	2730	24	2705	2755	-1	49
#F6F4FA	2780	24	2755	2805	-1	49
