x	y	clickSelects	xmin	xmax	ymin	ymax
2480	24	2500,0	2455	2505	-1	49
2530	24	2550,0	2505	2555	-1	49
2530	74	2550,50	2505	2555	49	99
2580	74	2600,50	2555	2605	49	99
2580	124	2600,100	2555	2605	99	149
2630	124	2650,100	2605	2655	99	149
2630	174	2650,150	2605	2655	149	199
2580	24	2600,0	2555	2605	-1	49
2630	74	2650,50	2605	2655	49	99
2680	124	2700,100	2655	2705	99	149
2630	24	2650,0	2605	2655	-1	49
2680	74	2700,50	2655	2705	49	99
2680	24	2700,0	2655	2705	-1	49
2730	74	2750,50	2705	2755	49	99
2730	24	2750,0	2705	2755	-1	49
2780	24	2800,0	2755	2805	-1	49
