fill	x	y	xmin	xmax	ymin	ymax
#000000	0	0	-0.125	0.125	-2.5	2.5
#181818	-0.25	0	-0.375	-0.125	-2.5	2.5
#161616	0.25	0	0.125	0.375	-2.5	2.5
#575757	-0.75	0	-0.875	-0.625	-2.5	2.5
#353535	0.5	0	0.375	0.625	-2.5	2.5
#787878	-1	0	-1.125	-0.875	-2.5	2.5
#363636	-0.5	0	-0.625	-0.375	-2.5	2.5
#A7A7A7	1.5	5	1.375	1.625	2.5	7.5
#585858	0.75	0	0.625	0.875	-2.5	2.5
#767676	1	0	0.875	1.125	-2.5	2.5
#AFAFAF	1.75	0	1.625	1.875	-2.5	2.5
#999999	0.75	5	0.625	0.875	2.5	7.5
#808080	-2.25	0	-2.375	-2.125	-2.5	2.5
#919191	-1.25	0	-1.375	-1.125	-2.5	2.5
#8D8D8D	1.25	0	1.125	1.375	-2.5	2.5
#FFFFFF	-2	0	-2.125	-1.875	-2.5	2.5
#B1B1B1	1.5	0	1.375	1.625	-2.5	2.5
#A8A8A8	-1.5	0	-1.625	-1.375	-2.5	2.5
#9A9A9A	-1.25	5	-1.375	-1.125	2.5	7.5
#D1D1D1	-1.75	5	-1.875	-1.625	2.5	7.5
#D1D1D1	-3.5	0	-3.625	-3.375	-2.5	2.5
#8D8D8D	1.25	5	1.125	1.375	2.5	7.5
#C7C7C7	2	0	1.875	2.125	-2.5	2.5
#919191	2.5	0	2.375	2.625	-2.5	2.5
#ADADAD	-1.75	0	-1.875	-1.625	-2.5	2.5
#B1B1B1	-1.5	5	-1.625	-1.375	2.5	7.5
#EBEBEB	-2	5	-2.125	-1.875	2.5	7.5
#FFFFFF	-3.5	5	-3.625	-3.375	2.5	7.5
#D7D7D7	2.25	0	2.125	2.375	-2.5	2.5
#EBEBEB	4	0	3.875	4.125	-2.5	2.5
#818181	-1	5	-1.125	-0.875	2.5	7.5
#9F9F9F	0.5	5	0.375	0.625	2.5	7.5
#FFFFFF	-2.75	0	-2.875	-2.625	-2.5	2.5
#888888	-0.75	5	-0.875	-0.625	2.5	7.5
#D7D7D7	-4	0	-4.125	-3.875	-2.5	2.5
#8D8D8D	1	5	0.875	1.125	2.5	7.5
#C7C7C7	3.5	0	3.375	3.625	-2.5	2.5
#ABABAB	-0.5	5	-0.625	-0.375	2.5	7.5
#BEBEBE	-3	0	-3.125	-2.875	-2.5	2.5
#C0C0C0	1.5	90	1.375	1.625	87.5	92.5
#9F9F9F	1.25	70	1.125	1.375	67.5	72.5
#A6A6A6	1.25	75	1.125	1.375	72.5	77.5
#D1D1D1	1.5	75	1.375	1.625	72.5	77.5
#A6A6A6	1.25	60	1.125	1.375	57.5	62.5
#919191	1.25	45	1.125	1.375	42.5	47.5
#ADADAD	1.5	50	1.375	1.625	47.5	52.5
#969696	1.5	45	1.375	1.625	42.5	47.5
#8B8B8B	1.5	40	1.375	1.625	37.5	42.5
#7A7A7A	1.25	35	1.125	1.375	32.5	37.5
#8B8B8B	1.25	40	1.125	1.375	37.5	42.5
#858585	1.5	35	1.375	1.625	32.5	37.5
#717171	1.25	30	1.125	1.375	27.5	32.5
#737373	1.25	25	1.125	1.375	22.5	27.5
#838383	1.25	20	1.125	1.375	17.5	22.5
#A9A9A9	1.5	20	1.375	1.625	17.5	22.5
#898989	1.5	30	1.375	1.625	27.5	32.5
#9C9C9C	1.5	10	1.375	1.625	7.5	12.5
#8B8B8B	1.25	10	1.125	1.375	7.5	12.5
#8D8D8D	1.25	15	1.125	1.375	12.5	17.5
#C7C7C7	1.25	90	1.125	1.375	87.5	92.5
#8F8F8F	1.25	85	1.125	1.375	82.5	87.5
#9C9C9C	1.25	55	1.125	1.375	52.5	57.5
#979797	1.25	50	1.125	1.375	47.5	52.5
#ADADAD	1	20	0.875	1.125	17.5	22.5
#A4A4A4	1.5	25	1.375	1.625	22.5	27.5
#A6A6A6	1	15	0.875	1.125	12.5	17.5
#A2A2A2	1	10	0.875	1.125	7.5	12.5
#C7C7C7	1.75	5	1.625	1.875	2.5	7.5
#C7C7C7	1.75	10	1.625	1.875	7.5	12.5
#C7C7C7	1.5	85	1.375	1.625	82.5	87.5
#9C9C9C	1.25	65	1.125	1.375	62.5	67.5
#AFAFAF	1.5	15	1.375	1.625	12.5	17.5
#DFDFDF	1.75	30	1.625	1.875	27.5	32.5
#B2B2B2	1.5	55	1.375	1.625	52.5	57.5
#D1D1D1	1	25	0.875	1.125	22.5	27.5
#9D9D9D	1.25	80	1.125	1.375	77.5	82.5
#C4C4C4	1.5	70	1.375	1.625	67.5	72.5
#C4C4C4	1.5	60	1.375	1.625	57.5	62.5
#D1D1D1	2	5	1.875	2.125	2.5	7.5
#FFFFFF	1.75	40	1.625	1.875	37.5	42.5
#DFDFDF	1.75	20	1.625	1.875	17.5	22.5
#C4C4C4	2	10	1.875	2.125	7.5	12.5
#EBEBEB	1.5	80	1.375	1.625	77.5	82.5
#C7C7C7	1.5	65	1.375	1.625	62.5	67.5
#EBEBEB	1.75	45	1.625	1.875	42.5	47.5
#FFFFFF	1.75	25	1.625	1.875	22.5	27.5
#EBEBEB	1	30	0.875	1.125	27.5	32.5
#D1D1D1	1.75	15	1.625	1.875	12.5	17.5
#FFFFFF	2.75	5	2.625	2.875	2.5	7.5
#FFFFFF	2.25	5	2.125	2.375	2.5	7.5
#FFFFFF	2.25	10	2.125	2.375	7.5	12.5
#FFFFFF	2.5	5	2.375	2.625	2.5	7.5
#DFDFDF	-4.25	0	-4.375	-4.125	-2.5	2.5
#DFDFDF	4.25	0	4.125	4.375	-2.5	2.5
#FFFFFF	2.75	0	2.625	2.875	-2.5	2.5
#FFFFFF	-5	0	-5.125	-4.875	-2.5	2.5
#FFFFFF	-4.5	0	-4.625	-4.375	-2.5	2.5
#FFFFFF	0.25	5	0.125	0.375	2.5	7.5
#7D7D7D	-1	45	-1.125	-0.875	42.5	47.5
#8B8B8B	-1	40	-1.125	-0.875	37.5	42.5
#8C8C8C	-1	35	-1.125	-0.875	32.5	37.5
#7B7B7B	-1	25	-1.125	-0.875	22.5	27.5
#656565	-1	20	-1.125	-0.875	17.5	22.5
#7A7A7A	-0.75	10	-0.875	-0.625	7.5	12.5
